disease,risk_factor,region,sex,age,value
Diabetes,Physical Inactivity,Tropical Latin America,Female,70 to 79,1.43
Diabetes,Physical Inactivity,Tropical Latin America,Female,80 to 100,1.43
Diabetes,Tobacco,Tropical Latin America,Male,30 to 39,1.44
Diabetes,Tobacco,Tropical Latin America,Male,40 to 49,1.44
Diabetes,Tobacco,Tropical Latin America,Male,50 to 59,1.44
Diabetes,Tobacco,Tropical Latin America,Male,60 to 69,1.44
Diabetes,Tobacco,Tropical Latin America,Male,70 to 79,1.44
Diabetes,Tobacco,Tropical Latin America,Male,80 to 100,1.44
Diabetes,Tobacco,Tropical Latin America,Female,30 to 39,1.44
Diabetes,Tobacco,Tropical Latin America,Female,40 to 49,1.44
Diabetes,Tobacco,Tropical Latin America,Female,50 to 59,1.44
Diabetes,Tobacco,Tropical Latin America,Female,60 to 69,1.44
Diabetes,Tobacco,Tropical Latin America,Female,70 to 79,1.44
Diabetes,Tobacco,Tropical Latin America,Female,80 to 100,1.44
Diabetes,Mean BMI (kg/m2),Tropical Latin America,Male,30 to 39,1.2
Diabetes,Mean BMI (kg/m2),Tropical Latin America,Male,40 to 49,1.2
Diabetes,Mean BMI (kg/m2),Tropical Latin America,Male,50 to 59,1.2
Diabetes,Mean BMI (kg/m2),Tropical Latin America,Male,60 to 69,1.16
Diabetes,Mean BMI (kg/m2),Tropical Latin America,Male,70 to 79,1.11
Diabetes,Mean BMI (kg/m2),Tropical Latin America,Male,80 to 100,1.11
Diabetes,Mean BMI (kg/m2),Tropical Latin America,Female,30 to 39,1.2
Diabetes,Mean BMI (kg/m2),Tropical Latin America,Female,40 to 49,1.2
Asthma,Tobacco,Tropical Latin America,Male,15 to 19,1.9
Asthma,Tobacco,Tropical Latin America,Male,20 to 24,1.9
Asthma,Tobacco,Tropical Latin America,Male,25 to 29,1.9
Asthma,Tobacco,Tropical Latin America,Male,30 to 39,1.9
Asthma,Tobacco,Tropical Latin America,Male,40 to 49,1.9
Asthma,Tobacco,Tropical Latin America,Male,50 to 59,1.9
Asthma,Tobacco,Tropical Latin America,Male,60 to 69,1.9
Asthma,Tobacco,Tropical Latin America,Male,70 to 79,1.9
Asthma,Tobacco,Tropical Latin America,Male,80 to 100,1.9
Asthma,Tobacco,Tropical Latin America,Female,15 to 19,2.02
Asthma,Tobacco,Tropical Latin America,Female,20 to 24,2.02
Asthma,Tobacco,Tropical Latin America,Female,25 to 29,2.02
Asthma,Tobacco,Tropical Latin America,Female,30 to 39,2.02
Asthma,Tobacco,Tropical Latin America,Female,40 to 49,2.02
Asthma,Tobacco,Tropical Latin America,Female,50 to 59,2.02
Asthma,Tobacco,Tropical Latin America,Female,60 to 69,2.02
Asthma,Tobacco,Tropical Latin America,Female,70 to 79,2.02
Asthma,Tobacco,Tropical Latin America,Female,80 to 100,2.02
COPD,Tobacco,Tropical Latin America,Male,15 to 19,10.8
COPD,Tobacco,Tropical Latin America,Male,20 to 24,10.8
COPD,Tobacco,Tropical Latin America,Male,25 to 29,10.8
COPD,Tobacco,Tropical Latin America,Male,30 to 39,10.8
COPD,Tobacco,Tropical Latin America,Male,40 to 49,10.8
COPD,Tobacco,Tropical Latin America,Male,50 to 59,10.8
COPD,Tobacco,Tropical Latin America,Male,60 to 69,10.8
COPD,Tobacco,Tropical Latin America,Male,70 to 79,10.8
COPD,Tobacco,Tropical Latin America,Male,80 to 100,10.8
COPD,Tobacco,Tropical Latin America,Female,15 to 19,12.3
COPD,Tobacco,Tropical Latin America,Female,20 to 24,12.3
COPD,Tobacco,Tropical Latin America,Female,25 to 29,12.3
COPD,Tobacco,Tropical Latin America,Female,30 to 39,12.3
COPD,Tobacco,Tropical Latin America,Female,40 to 49,12.3
COPD,Tobacco,Tropical Latin America,Female,50 to 59,12.3
COPD,Tobacco,Tropical Latin America,Female,60 to 69,12.3
COPD,Tobacco,Tropical Latin America,Female,70 to 79,12.3
COPD,Tobacco,Tropical Latin America,Female,80 to 100,12.3
Epilepsy,Hazardous and harmful alcohol use,Tropical Latin America,Male,15 to 19,2.1799627830697075
Epilepsy,Hazardous and harmful alcohol use,Tropical Latin America,Male,20 to 24,2.1799627830697075
Epilepsy,Hazardous and harmful alcohol use,Tropical Latin America,Male,25 to 29,2.1799627830697075
Epilepsy,Hazardous and harmful alcohol use,Tropical Latin America,Male,30 to 39,2.1842493751578966
Epilepsy,Hazardous and harmful alcohol use,Tropical Latin America,Male,40 to 49,2.189785483739284
Epilepsy,Hazardous and harmful alcohol use,Tropical Latin America,Male,50 to 59,2.189785483739284
Epilepsy,Hazardous and harmful alcohol use,Tropical Latin America,Male,60 to 69,2.1766718176358957
Epilepsy,Hazardous and harmful alcohol use,Tropical Latin America,Male,70 to 79,2.1216819071320376
Epilepsy,Hazardous and harmful alcohol use,Tropical Latin America,Male,80 to 100,2.1216819071320376
Epilepsy,Hazardous and harmful alcohol use,Tropical Latin America,Female,15 to 19,1.6192820439327662
Epilepsy,Hazardous and harmful alcohol use,Tropical Latin America,Female,20 to 24,1.6192820439327662
Epilepsy,Hazardous and harmful alcohol use,Tropical Latin America,Female,25 to 29,1.6192820439327662
Epilepsy,Hazardous and harmful alcohol use,Tropical Latin America,Female,30 to 39,1.6384048879259228
Epilepsy,Hazardous and harmful alcohol use,Tropical Latin America,Female,40 to 49,1.6599560893974665
Epilepsy,Hazardous and harmful alcohol use,Tropical Latin America,Female,50 to 59,1.6599560893974665
Epilepsy,Hazardous and harmful alcohol use,Tropical Latin America,Female,60 to 69,1.644898268307331
Epilepsy,Hazardous and harmful alcohol use,Tropical Latin America,Female,70 to 79,1.5480987958109718
Epilepsy,Hazardous and harmful alcohol use,Tropical Latin America,Female,80 to 100,1.5480987958109718
Liver Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,15 to 19,1.1353362172632948
Liver Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,20 to 24,1.1812230660122862
Liver Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,25 to 29,1.2445646809431747
Liver Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,30 to 39,1.3562356303282903
Liver Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,40 to 49,1.4989068803351757
Liver Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,50 to 59,1.6166268160810406
Liver Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,60 to 69,1.6703674737550143
Liver Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,70 to 79,1.6157149132083592
Liver Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,80 to 100,1.6157149132083592
Liver Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,15 to 19,1.0954434311759709
Liver Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,20 to 24,1.1232372063505003
Liver Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,25 to 29,1.1600231901906863
Liver Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,30 to 39,1.2266199796157042
Liver Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,40 to 49,1.3106186851459947
Liver Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,50 to 59,1.373266482329879
Liver Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,60 to 69,1.3984068087159915
Liver Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,70 to 79,1.3381258731467909
Liver Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,80 to 100,1.3381258731467909
Oral Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,15 to 19,3.093490746308142
Oral Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,20 to 24,3.724585386611052
Oral Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,25 to 29,4.531591333833323
Oral Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,30 to 39,5.704302635277514
Oral Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,40 to 49,6.492452131206193
Oral Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,50 to 59,6.101989118790593
Oral Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,60 to 69,4.66846698147479
Oral Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,70 to 79,2.8624024016550003
Oral Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,80 to 100,2.8624024016550003
Oral Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,15 to 19,1.9504208902029492
Oral Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,20 to 24,2.2197844132827864
Oral Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,25 to 29,2.567332584563676
Oral Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,30 to 39,3.1646582783205837
Oral Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,40 to 49,3.710662815847946
Oral Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,50 to 59,3.643546989924312
Oral Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,60 to 69,2.9328682851923884
Oral Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,70 to 79,1.8259234896042942
Oral Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,80 to 100,1.8259234896042942
Pancreatic Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,15 to 19,1.1679352283178446
Pancreatic Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,20 to 24,1.1863898850331214
Pancreatic Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,25 to 29,1.200343277756308
Pancreatic Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,30 to 39,1.2052310271176725
Pancreatic Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,40 to 49,1.187281523036329
Pancreatic Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,50 to 59,1.1529378645459878
Pancreatic Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,60 to 69,1.1137678177883632
Pancreatic Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,70 to 79,1.0794399709977625
Pancreatic Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,80 to 100,1.0794399709977625
Pancreatic Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,15 to 19,1.0934061167504192
Pancreatic Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,20 to 24,1.100760890691756
Pancreatic Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,25 to 29,1.1041455948407157
Pancreatic Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,30 to 39,1.1028471052925384
Pancreatic Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,40 to 49,1.0862700490959707
Pancreatic Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,50 to 59,1.0588511022698417
Pancreatic Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,60 to 69,1.0333747155294761
Pancreatic Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,70 to 79,1.016489027165717
Pancreatic Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,80 to 100,1.016489027165717
Larynx Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,15 to 19,2.3600397816793803
Larynx Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,20 to 24,2.63647839208095
Larynx Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,25 to 29,2.919149356058836
Larynx Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,30 to 39,3.1921301921214287
Larynx Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,40 to 49,3.1842162964529317
Larynx Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,50 to 59,2.8583977033398495
Larynx Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,60 to 69,2.366815808355244
Larynx Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,70 to 79,1.848271194384548
Larynx Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Male,80 to 100,1.848271194384548
Larynx Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,15 to 19,1.4528500863653533
Larynx Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,20 to 24,1.563190600778374
Larynx Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,25 to 29,1.6987086233181303
Larynx Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,30 to 39,1.9229516101879458
Larynx Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,40 to 49,2.1306912050621305
Larynx Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,50 to 59,2.142683156557945
Larynx Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,60 to 69,1.9328949226620045
Larynx Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,70 to 79,1.4975197300907694
Larynx Cancer,Hazardous and harmful alcohol use,Tropical Latin America,Female,80 to 100,1.4975197300907694
Lower Respiratory Infections,Hazardous and harmful alcohol use,Tropical Latin America,Male,15 to 19,1.3065993121468553
Lower Respiratory Infections,Hazardous and harmful alcohol use,Tropical Latin America,Male,20 to 24,1.3618607826800775
Lower Respiratory Infections,Hazardous and harmful alcohol use,Tropical Latin America,Male,25 to 29,1.420999635720539
Lower Respiratory Infections,Hazardous and harmful alcohol use,Tropical Latin America,Male,30 to 39,1.489595419153791
Lower Respiratory Infections,Hazardous and harmful alcohol use,Tropical Latin America,Male,40 to 49,1.5212398785199226
Lower Respiratory Infections,Hazardous and harmful alcohol use,Tropical Latin America,Male,50 to 59,1.4862163183201307
Lower Respiratory Infections,Hazardous and harmful alcohol use,Tropical Latin America,Male,60 to 69,1.3866714938052243
Lower Respiratory Infections,Hazardous and harmful alcohol use,Tropical Latin America,Male,70 to 79,1.2337472110105288
Lower Respiratory Infections,Hazardous and harmful alcohol use,Tropical Latin America,Male,80 to 100,1.2337472110105288
Lower Respiratory Infections,Hazardous and harmful alcohol use,Tropical Latin America,Female,15 to 19,1.1951578611778086
Lower Respiratory Infections,Hazardous and harmful alcohol use,Tropical Latin America,Female,20 to 24,1.2251940433799513
Lower Respiratory Infections,Hazardous and harmful alcohol use,Tropical Latin America,Female,25 to 29,1.2547822085342282
Lower Respiratory Infections,Hazardous and harmful alcohol use,Tropical Latin America,Female,30 to 39,1.2911636655290835
Lower Respiratory Infections,Hazardous and harmful alcohol use,Tropical Latin America,Female,40 to 49,1.3034526068587633
Lower Respiratory Infections,Hazardous and harmful alcohol use,Tropical Latin America,Female,50 to 59,1.2715696201012334
Lower Respiratory Infections,Hazardous and harmful alcohol use,Tropical Latin America,Female,60 to 69,1.2063508730190686
Lower Respiratory Infections,Hazardous and harmful alcohol use,Tropical Latin America,Female,70 to 79,1.1094810512366609
Lower Respiratory Infections,Hazardous and harmful alcohol use,Tropical Latin America,Female,80 to 100,1.1094810512366609
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Male,15 to 19,1.3170142579229078
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Male,20 to 24,1.416132837172822
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Male,25 to 29,1.5487298288116316
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Male,30 to 39,1.7675160824378415
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Male,40 to 49,1.9927148272358732
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Male,50 to 59,2.0623369185291853
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Male,60 to 69,1.8855132447058591
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Male,70 to 79,1.470818941098797
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Male,80 to 100,1.470818941098797
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Female,15 to 19,1.1907287881253592
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Female,20 to 24,1.302456943080586
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Female,25 to 29,1.4770387584066247
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Female,30 to 39,1.8531938660636604
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Female,40 to 49,2.4106905516195822
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Female,50 to 59,2.7709269975362316
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Female,60 to 69,2.602346110383328
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Female,70 to 79,1.781375969909436
Hemorrhagic Stroke,Hazardous and harmful alcohol use,Tropical Latin America,Female,80 to 100,1.781375969909436
Tuberculosis,Hazardous and harmful alcohol use,Tropical Latin America,Male,15 to 19,1.3596386337113646
Tuberculosis,Hazardous and harmful alcohol use,Tropical Latin America,Male,20 to 24,1.6659102584426817
Tuberculosis,Hazardous and harmful alcohol use,Tropical Latin America,Male,25 to 29,2.219558475264572
Tuberculosis,Hazardous and harmful alcohol use,Tropical Latin America,Male,30 to 39,3.5985011719087234
Tuberculosis,Hazardous and harmful alcohol use,Tropical Latin America,Male,40 to 49,6.068500815179765
Tuberculosis,Hazardous and harmful alcohol use,Tropical Latin America,Male,50 to 59,7.9235849331998995
Tuberculosis,Hazardous and harmful alcohol use,Tropical Latin America,Male,60 to 69,6.702936715075064
Tuberculosis,Hazardous and harmful alcohol use,Tropical Latin America,Male,70 to 79,3.0801994984407184
Tuberculosis,Hazardous and harmful alcohol use,Tropical Latin America,Male,80 to 100,3.0801994984407184
Tuberculosis,Hazardous and harmful alcohol use,Tropical Latin America,Female,15 to 19,1.396100423388428
